Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Location,DailyRate,HourlyRate,MonthlyRate,EnvironmentSatisfaction,Tenure_Years
25,No,Travel_Frequently,IT,2,M.Sc,3,Male,3,5,Analyst,2,Single,166738.0,0,Yes,10.4,3,3,21,2,2,0,4,2,Jaipur,1201,87,11092,4,0
39,No,Travel_Rarely,IT,10,B.Tech,1,Male,2,1,Specialist,4,Single,127512.0,6,Yes,24.0,4,1,15,0,4,15,0,1,Delhi,1789,181,22934,3,15
54,Yes,Non-Travel,Finance,4,B.Tech,1,Male,4,4,Associate,4,Separated,144705.0,8,Yes,16.8,1,3,5,2,1,0,3,10,Bangalore,1034,76,24585,4,0
60,Yes,Travel_Rarely,Engineering,21,PhD,2,Male,2,4,Executive,1,Single,29735.0,0,No,11.7,2,4,5,5,4,50,3,1,Hyderabad,1622,92,40182,1,50
55,Yes,Non-Travel,Operations,7,B.Tech,3,Male,2,2,Associate,4,Single,98747.0,8,No,15.6,3,2,15,1,2,5,3,0,Chandigarh,981,200,25230,4,5
29,Yes,Travel_Frequently,Support,29,Bachelor's,2,Female,2,5,Lead,1,Single,242987.0,3,No,19.9,3,1,6,2,1,0,8,5,Hyderabad,1013,91,32666,2,0
33,Yes,Travel_Frequently,R&D,3,High School,1,Female,2,1,Senior,2,Married,94114.0,4,Yes,15.4,4,1,7,1,4,6,2,7,Bangalore,1789,88,38699,0,6
49,No,Non-Travel,Operations,1,Master's,3,Female,1,3,Junior,4,Single,174979.0,5,No,15.7,1,4,4,2,1,1,7,2,Jaipur,1635,163,12202,2,1
52,Yes,Travel_Frequently,R&D,12,PhD,5,Male,3,2,Specialist,3,Married,118762.0,10,No,13.0,2,1,2,1,2,1,9,1,Chandigarh,889,93,16187,3,1
48,Yes,Travel_Frequently,Support,8,Diploma,3,Male,1,3,Manager,4,Divorced,121456.0,10,No,21.4,4,2,12,6,1,7,5,2,Hyderabad,1835,76,43747,1,7
59,Yes,Travel_Rarely,Finance,9,Diploma,1,Female,4,1,Junior,2,Single,94038.0,6,Yes,12.2,3,4,2,2,1,2,2,0,Mumbai,1645,103,27976,2,2
31,No,Travel_Rarely,Marketing,11,PhD,2,Female,4,2,Analyst,1,Divorced,77653.0,6,No,17.6,2,4,6,3,2,6,9,6,Chandigarh,1902,104,10803,3,6
52,Yes,Non-Travel,Operations,1,Bachelor's,2,Male,4,2,Associate,2,Single,51508.0,7,Yes,19.1,1,4,5,1,2,2,4,7,Delhi,1936,141,27070,2,2
42,No,Non-Travel,Sales,10,Master's,5,Male,3,2,Executive,3,Single,168045.0,0,No,12.4,1,4,16,2,1,0,9,6,Mumbai,1504,151,13714,3,0
27,No,Non-Travel,Operations,25,Bachelor's,5,Male,3,4,Associate,4,Married,191791.0,4,Yes,12.8,4,3,10,5,3,4,10,9,Pune,1445,158,42794,4,4
51,Yes,Non-Travel,Engineering,6,M.Sc,3,Female,4,2,Lead,4,Single,226799.0,10,No,12.7,4,2,24,1,2,15,10,8,Delhi,1566,134,45293,4,15
47,No,Non-Travel,Admin,3,MBA,4,Male,2,3,Associate,1,Separated,136783.0,1,No,13.8,3,2,18,4,1,10,4,4,Chennai,643,158,43101,1,10
33,Yes,Non-Travel,Sales,14,MBA,3,Male,3,2,Manager,1,Separated,226962.0,2,No,11.8,2,3,20,1,4,13,7,10,Jaipur,1136,152,18803,3,13
48,Yes,Non-Travel,Engineering,9,High School,3,Female,1,4,Lead,3,Separated,223936.0,9,Yes,22.7,10,1,22,4,4,2,3,7,Mumbai,655,78,44544,3,2
26,No,Non-Travel,HR,10,Diploma,5,Male,1,4,Associate,1,Separated,234658.0,5,No,22.5,3,3,9,1,3,4,8,10,Ahmedabad,817,72,27738,2,4
40,Yes,Travel_Rarely,R&D,10,B.Tech,4,Female,1,3,Specialist,3,Divorced,62948.0,1,No,18.1,3,4,1,3,1,0,0,10,Chandigarh,1812,109,37171,1,0
36,No,Travel_Rarely,HR,21,M.Sc,5,Female,3,4,Specialist,2,Single,162661.0,9,Yes,10.5,3,3,10,6,4,4,9,5,Chandigarh,826,61,40558,4,4
44,Yes,Non-Travel,Marketing,13,M.Sc,5,Female,3,5,Analyst,2,Divorced,241212.0,5,No,11.9,4,2,13,1,1,4,6,3,Chennai,1473,94,30212,4,4
36,Yes,Travel_Rarely,Finance,25,High School,4,Male,1,4,Lead,2,Divorced,199072.0,10,Yes,22.9,1,4,23,5,4,6,6,2,Chandigarh,996,133,45820,3,6
60,No,Travel_Frequently,Support,24,Diploma,2,Male,1,3,Senior,1,Single,162005.0,6,Yes,16.2,1,4,22,3,2,0,9,9,Ahmedabad,1860,92,30652,1,0
23,No,Travel_Frequently,Engineering,14,Bachelor's,3,Male,2,1,Manager,2,Single,88261.0,7,No,20.0,4,2,0,1,4,0,0,7,Bangalore,1210,85,38748,3,0
47,No,Non-Travel,Operations,24,PhD,1,Male,2,1,Senior,4,Divorced,201858.0,0,No,24.1,4,3,11,0,4,5,1,4,Mumbai,1537,122,10529,1,5
53,No,Travel_Rarely,Engineering,3,M.Sc,3,Female,2,3,Analyst,4,Separated,208506.0,8,No,11.2,3,2,13,1,1,5,2,6,Chandigarh,505,64,45386,2,5
40,No,Non-Travel,Operations,18,High School,5,Female,3,4,Specialist,3,Married,126713.0,10,Yes,20.7,2,1,22,5,1,8,2,1,Delhi,1673,135,38449,2,8
40,No,Travel_Rarely,Marketing,22,Diploma,5,Male,2,3,Lead,4,Separated,180291.0,5,Yes,24.4,3,4,9,4,1,5,1,0,Kolkata,1339,67,16782,3,5
56,No,Non-Travel,Admin,5,Master's,1,Female,2,1,Executive,3,Separated,162821.0,4,No,18.3,3,1,12,5,2,10,6,6,Jaipur,1528,66,14083,1,10
25,No,Non-Travel,IT,5,B.Tech,3,Female,4,3,Analyst,4,Divorced,151340.0,10,No,10.2,3,3,5,6,3,5,4,5,Delhi,797,165,27396,2,5
46,Yes,Non-Travel,Admin,2,M.Sc,5,Male,3,2,Specialist,3,Married,216121.0,0,Yes,20.4,3,4,24,6,3,7,0,6,Pune,1776,171,40148,3,7
28,Yes,Travel_Rarely,Finance,2,MBA,1,Female,3,3,Specialist,4,Single,67877.0,5,Yes,16.1,5,4,11,2,1,5,4,5,Hyderabad,1464,194,33026,2,5
32,No,Travel_Rarely,R&D,9,Bachelor's,2,Female,4,1,Associate,2,Divorced,54636.0,5,No,15.7,4,1,20,4,2,7,0,8,Hyderabad,1909,150,43402,4,7
23,No,Travel_Frequently,Engineering,10,High School,2,Female,4,5,Junior,5,Divorced,40699.0,9,Yes,21.0,2,3,24,1,4,8,9,7,Ahmedabad,1105,167,31035,2,8
46,Yes,Travel_Rarely,Operations,14,High School,2,Female,2,3,Senior,1,Divorced,50519.0,1,Yes,12.5,3,1,10,3,4,9,8,6,Hyderabad,541,170,48534,1,9
37,No,Non-Travel,Support,9,Master's,4,Female,1,1,Lead,2,Divorced,65744.0,0,No,20.3,4,4,2,2,3,1,8,0,Ahmedabad,1348,106,15147,2,1
38,No,Non-Travel,Sales,8,High School,1,Female,1,1,Analyst,3,Separated,107731.0,0,Yes,19.0,3,2,3,3,1,0,1,9,Ahmedabad,1321,66,44849,3,0
38,No,Travel_Frequently,Marketing,7,Diploma,3,Female,4,4,Associate,4,Divorced,50339.0,9,Yes,16.7,2,4,12,4,2,2,10,5,Hyderabad,826,149,38453,2,2
40,No,Travel_Frequently,Marketing,10,M.Sc,3,Female,2,1,Analyst,1,Divorced,136783.0,4,Yes,14.8,2,3,0,3,1,0,5,1,Chennai,1651,187,41554,1,0
34,Yes,Travel_Rarely,Admin,28,M.Sc,5,Female,2,1,Lead,2,Divorced,136783.0,8,Yes,13.7,2,3,7,1,1,3,10,7,Bangalore,1915,191,39561,4,3
51,Yes,Travel_Frequently,Engineering,21,Diploma,2,Male,2,2,Lead,1,Divorced,105581.0,9,No,23.1,4,2,8,1,4,8,10,2,Ahmedabad,1483,146,32558,4,8
27,Yes,Non-Travel,Sales,21,MBA,3,Female,1,3,Manager,4,Separated,190720.0,8,Yes,21.8,3,2,21,3,1,1,0,9,Mumbai,753,148,27654,2,1
53,Yes,Travel_Frequently,Marketing,1,MBA,1,Female,1,5,Manager,3,Separated,61325.0,7,No,24.4,3,4,22,0,3,7,2,0,Ahmedabad,1408,151,40418,1,7
59,Yes,Travel_Rarely,Engineering,27,Diploma,3,Female,4,5,Executive,4,Separated,175108.0,10,No,22.2,5,4,8,0,4,4,1,4,Kolkata,939,140,30849,2,4
28,Yes,Travel_Rarely,Engineering,22,M.Sc,3,Female,1,1,Lead,1,Divorced,52595.0,7,No,21.8,3,1,19,3,3,2,7,2,Delhi,951,153,23617,2,2
47,No,Travel_Rarely,Support,28,MBA,1,Male,2,1,Senior,3,Single,135670.0,5,Yes,19.4,1,4,16,5,3,6,8,4,Bangalore,734,162,41330,3,6
28,No,Travel_Frequently,Sales,29,High School,2,Male,1,2,Associate,3,Married,74963.0,4,Yes,15.4,2,3,21,0,3,1,2,6,Chandigarh,1076,88,45065,2,1
35,Yes,Travel_Rarely,Sales,23,Master's,1,Male,3,4,Analyst,2,Married,228984.0,8,Yes,23.7,1,4,7,2,4,6,7,10,Pune,764,169,13727,3,6
30,No,Travel_Rarely,Finance,3,B.Tech,3,Male,2,1,Executive,2,Divorced,148862.0,1,Yes,24.5,3,4,7,0,2,7,0,0,Pune,1309,73,35726,4,7
55,Yes,Non-Travel,Finance,30,Diploma,4,Male,2,2,Executive,2,Separated,132943.0,4,No,21.7,1,3,17,5,4,4,3,1,Bangalore,1738,137,11204,3,4
53,No,Travel_Frequently,IT,22,Bachelor's,4,Male,3,1,Lead,3,Single,29403.0,5,Yes,18.6,4,1,10,2,1,2,2,0,Pune,999,125,41456,3,2
25,Yes,Travel_Rarely,Operations,13,M.Sc,5,Female,1,3,Executive,4,Separated,43941.0,4,No,24.3,2,3,20,3,4,5,8,3,Bangalore,1980,63,43674,4,5
44,No,Travel_Frequently,Engineering,27,Bachelor's,2,Female,3,4,Manager,2,Single,173607.0,0,Yes,23.6,3,1,19,5,4,4,8,0,Jaipur,1710,195,12278,1,4
45,Yes,Travel_Frequently,Engineering,22,MBA,1,Male,1,4,Associate,2,Single,236320.0,0,Yes,21.9,1,1,17,3,2,2,6,10,Jaipur,767,63,18993,2,2
58,No,Travel_Rarely,HR,2,Bachelor's,5,Male,3,2,Associate,4,Married,88346.0,6,Yes,23.4,4,2,8,5,1,1,2,8,Pune,1685,98,49199,1,1
24,No,Non-Travel,Support,27,PhD,4,Female,3,5,Specialist,1,Single,54648.0,7,No,10.8,4,4,6,5,4,4,9,0,Kolkata,1169,131,16059,2,4
35,Yes,Non-Travel,Sales,29,M.Sc,4,Male,2,3,Analyst,2,Single,178307.0,5,Yes,19.4,5,4,18,5,4,11,4,2,Ahmedabad,525,193,44336,3,11
56,No,Non-Travel,IT,12,PhD,1,Female,3,1,Senior,1,Separated,189283.0,6,No,22.6,3,2,4,5,3,3,9,0,Chennai,1159,121,13019,4,3
25,No,Travel_Rarely,IT,23,PhD,3,Female,3,5,Senior,1,Divorced,199028.0,3,Yes,24.7,2,1,17,4,2,14,2,7,Jaipur,1536,103,28910,1,14
59,No,Non-Travel,Admin,10,Diploma,1,Male,1,1,Associate,2,Divorced,76237.0,1,No,19.6,3,2,4,2,4,0,2,8,Jaipur,1068,124,23843,4,0
43,Yes,Travel_Frequently,IT,18,Diploma,5,Male,1,4,Analyst,2,Separated,201995.0,2,No,16.6,2,4,1,2,4,0,1,4,Pune,504,191,33805,2,0
23,No,Travel_Frequently,IT,1,MBA,3,Female,3,1,Manager,4,Single,131831.0,4,No,16.3,4,3,2,0,3,1,4,6,Hyderabad,1566,187,31588,3,1
42,Yes,Travel_Frequently,Finance,25,MBA,5,Male,1,3,Executive,3,Divorced,54032.0,5,No,16.6,1,1,21,3,3,9,9,7,Pune,1770,139,12130,1,9
43,Yes,Travel_Rarely,Operations,3,Diploma,3,Female,3,4,Executive,3,Separated,171694.0,7,Yes,17.0,4,3,5,4,2,2,9,10,Bangalore,591,167,43723,2,2
32,No,Travel_Rarely,R&D,21,High School,4,Female,2,3,Executive,1,Divorced,236538.0,4,Yes,12.2,4,3,6,1,2,2,10,5,Jaipur,1812,172,45053,3,2
38,No,Travel_Frequently,Marketing,14,MBA,2,Female,1,3,Executive,2,Separated,214280.0,7,Yes,16.5,4,4,9,4,3,8,4,6,Jaipur,1146,66,41609,2,8
28,Yes,Travel_Rarely,Engineering,2,Bachelor's,4,Female,3,2,Lead,4,Separated,169482.0,6,No,12.8,2,4,4,2,2,3,8,5,Ahmedabad,1798,50,49573,3,3
53,No,Non-Travel,Engineering,2,M.Sc,4,Female,2,2,Specialist,3,Divorced,241742.0,8,Yes,12.9,4,4,1,2,2,1,0,1,Jaipur,1302,170,44720,4,1
26,Yes,Travel_Frequently,Marketing,3,Bachelor's,5,Female,2,1,Analyst,3,Separated,173191.0,7,No,12.3,3,1,-5,1,3,1,8,6,Mumbai,1322,197,29255,1,1
59,No,Travel_Frequently,IT,3,Diploma,2,Male,1,4,Lead,2,Married,156637.0,4,No,15.2,1,2,16,3,4,11,2,1,Bangalore,1878,122,15674,1,11
35,No,Travel_Rarely,IT,1,Bachelor's,3,Female,3,1,Executive,3,Divorced,136627.0,10,No,12.5,1,2,23,0,3,0,0,5,Mumbai,933,164,26859,3,0
46,No,Travel_Rarely,Sales,18,M.Sc,2,Female,1,5,Lead,1,Married,207480.0,0,No,20.5,4,2,100,6,1,1,6,6,Chandigarh,1890,155,20017,1,1
51,No,Travel_Rarely,Marketing,25,Diploma,1,Male,1,4,Specialist,1,Divorced,139742.0,9,Yes,12.1,2,4,4,1,4,0,6,7,Mumbai,1804,80,33507,3,0
40,No,Travel_Rarely,HR,24,Master's,1,Male,1,2,Specialist,1,Separated,148548.0,2,Yes,10.6,2,4,2,1,1,0,0,3,Bangalore,1698,134,32374,1,0
46,No,Travel_Rarely,HR,27,High School,2,Male,2,5,Manager,2,Single,41339.0,9,Yes,17.8,3,4,14,4,4,3,0,6,Ahmedabad,1245,88,12520,3,3
22,No,Travel_Frequently,Support,2,Diploma,3,Female,1,1,Lead,1,Divorced,112902.0,4,No,12.1,4,4,13,5,3,11,3,8,Delhi,1364,178,14166,1,11
50,Yes,Travel_Frequently,Admin,6,Bachelor's,3,Female,1,5,Executive,2,Divorced,146899.0,10,No,16.1,3,2,4,5,2,4,0,4,Bangalore,1213,107,43275,1,4
26,No,Travel_Rarely,R&D,21,B.Tech,5,Male,2,3,Senior,4,Single,75116.0,4,No,17.2,1,2,22,1,3,10,4,4,Kolkata,1522,157,10157,2,10
56,Yes,Non-Travel,Support,27,B.Tech,4,Male,4,5,Senior,4,Married,207163.0,0,Yes,17.0,1,3,3,4,1,2,4,3,Kolkata,1600,157,16398,4,2
26,No,Non-Travel,Admin,29,B.Tech,1,Female,1,1,Lead,2,Married,85315.0,8,Yes,24.1,3,2,13,6,3,13,2,6,Pune,539,101,27134,4,13
46,No,Travel_Frequently,Sales,3,M.Sc,5,Female,2,3,Executive,1,Divorced,73608.0,6,No,20.9,2,4,25,5,3,5,0,10,Kolkata,1674,155,17138,2,5
55,No,Travel_Rarely,HR,13,M.Sc,2,Male,4,3,Junior,3,Divorced,161277.0,6,No,23.7,3,3,9,4,1,2,1,2,Pune,1772,165,48035,3,2
23,Yes,Non-Travel,Support,12,B.Tech,2,Female,1,1,Analyst,2,Married,249363.0,3,No,21.8,4,3,13,6,3,8,3,9,Pune,692,150,34558,4,8
48,Yes,Non-Travel,Operations,13,Bachelor's,3,Female,2,2,Lead,1,Separated,236460.0,2,Yes,17.8,3,1,3,1,3,2,10,9,Chandigarh,1397,147,46570,1,2
32,No,Travel_Rarely,HR,23,Diploma,2,Male,3,3,Analyst,1,Married,0.0,2,No,20.8,1,2,25,4,3,3,5,5,Delhi,518,197,33040,3,3
52,Yes,Travel_Rarely,Operations,6,M.Sc,3,Male,1,1,Lead,4,Divorced,109842.0,1,Yes,21.1,1,4,7,3,4,5,2,2,Chennai,818,124,31577,3,5
30,Yes,Travel_Rarely,Marketing,8,High School,3,Female,4,5,Senior,2,Married,110336.0,1,Yes,19.5,2,2,20,2,1,11,5,7,Kolkata,1122,103,29361,3,11
23,No,Travel_Frequently,Finance,25,Diploma,3,Female,4,4,Executive,1,Married,79269.0,1,Yes,15.2,2,2,20,0,3,15,5,10,Delhi,1208,122,44919,4,15
56,Yes,Travel_Frequently,Admin,7,M.Sc,5,Male,4,4,Analyst,4,Married,363417.75,0,Yes,23.5,4,3,7,4,1,0,0,5,Chennai,525,120,34903,3,0
26,Yes,Travel_Frequently,Admin,16,M.Sc,2,Female,2,3,Analyst,1,Married,118104.0,10,No,19.1,1,1,100,2,1,2,9,7,Ahmedabad,663,175,46777,1,2
39,No,Non-Travel,R&D,26,M.Sc,2,Male,2,2,Analyst,5,Married,123403.0,7,Yes,19.5,3,2,19,0,1,8,5,7,Mumbai,529,165,39590,4,8
49,No,Non-Travel,Sales,7,Master's,1,Female,2,2,Manager,2,Separated,119362.0,2,Yes,11.0,2,4,13,6,2,1,7,8,Hyderabad,914,155,37967,3,1
49,Yes,Travel_Rarely,Sales,5,MBA,5,Male,4,5,Lead,1,Divorced,179337.0,3,No,16.9,2,2,15,6,3,5,1,1,Delhi,1215,92,41330,1,5
47,Yes,Travel_Frequently,Sales,3,B.Tech,3,Male,1,3,Senior,3,Separated,47704.0,10,Yes,12.4,5,3,2,0,2,0,3,6,Bangalore,1327,131,22654,2,0
34,Yes,Non-Travel,R&D,2,Diploma,3,Female,3,1,Lead,3,Divorced,47949.0,10,No,19.7,1,2,11,4,4,3,9,5,Ahmedabad,1990,88,24145,3,3
51,Yes,Travel_Rarely,Admin,15,PhD,5,Female,1,2,Manager,3,Married,39146.0,3,Yes,16.0,3,1,16,0,3,13,7,1,Chandigarh,1672,104,21241,4,13
41,Yes,Travel_Rarely,Operations,5,Bachelor's,1,Male,4,5,Senior,2,Separated,214080.0,10,No,20.0,3,2,15,6,4,4,8,0,Kolkata,992,147,45737,2,4
45,No,Travel_Frequently,IT,30,High School,3,Female,1,1,Executive,2,Single,131306.0,7,No,23.5,4,2,12,3,2,3,3,8,Chennai,1997,113,14288,2,3
30,No,Travel_Frequently,IT,6,M.Sc,3,Male,1,5,Associate,2,Divorced,170547.0,7,No,13.3,1,2,20,1,2,10,1,5,Bangalore,1118,94,21121,3,10
26,No,Non-Travel,Marketing,10,MBA,3,Male,3,1,Senior,2,Married,61522.0,1,No,17.0,1,1,19,2,1,7,0,10,Delhi,575,88,10876,1,7
41,No,Travel_Frequently,Finance,13,MBA,3,Female,3,5,Executive,3,Separated,221208.0,0,Yes,19.5,1,1,20,2,3,8,2,0,Ahmedabad,1193,182,18732,2,8
35,Yes,Travel_Rarely,Admin,9,PhD,2,Male,1,1,Executive,3,Separated,212939.0,5,Yes,11.0,2,2,4,6,4,0,2,10,Jaipur,1526,152,10260,2,0
34,Yes,Travel_Frequently,Marketing,16,B.Tech,1,Female,1,5,Junior,1,Separated,87739.0,5,Yes,22.6,4,2,4,5,1,2,2,10,Hyderabad,1497,98,15363,4,2
49,Yes,Travel_Frequently,IT,23,MBA,3,Male,3,4,Junior,1,Single,209382.0,10,Yes,17.2,10,2,11,0,4,1,8,2,Mumbai,1840,154,48151,3,1
54,Yes,Travel_Rarely,Sales,18,MBA,5,Female,1,2,Analyst,1,Single,123491.0,1,Yes,10.9,1,4,15,0,4,11,10,9,Mumbai,957,53,43771,3,11
22,No,Travel_Frequently,Finance,7,B.Tech,5,Female,4,2,Lead,3,Separated,203522.0,2,Yes,13.8,1,2,100,5,1,0,6,6,Pune,1978,191,31851,1,0
30,No,Travel_Frequently,IT,15,B.Tech,2,Female,1,2,Junior,2,Divorced,220376.0,10,Yes,13.0,4,1,3,0,2,0,4,6,Delhi,948,92,46590,1,0
45,Yes,Non-Travel,IT,13,High School,5,Male,1,3,Junior,2,Separated,104472.0,8,No,18.4,1,1,16,6,1,2,9,2,Chennai,1715,73,29751,3,2
59,No,Non-Travel,Operations,22,Master's,2,Male,4,2,Manager,1,Single,26298.0,7,No,16.4,3,1,11,4,3,7,1,6,Ahmedabad,1615,135,48635,2,7
57,Yes,Travel_Rarely,Operations,12,MBA,3,Female,1,4,Manager,4,Married,172556.0,0,Yes,12.2,1,1,6,5,2,5,7,3,Kolkata,1875,146,24512,2,5
52,No,Non-Travel,Admin,15,Diploma,5,Male,2,3,Lead,4,Separated,142961.0,0,No,16.1,2,3,3,0,1,0,4,5,Kolkata,1237,97,35521,3,0
30,Yes,Travel_Frequently,Engineering,26,Bachelor's,3,Male,4,5,Manager,4,Divorced,76781.0,3,Yes,18.6,3,2,25,4,3,8,10,10,Hyderabad,1090,156,37717,3,8
50,Yes,Non-Travel,R&D,3,Bachelor's,4,Female,2,3,Senior,1,Single,47756.0,7,No,21.3,3,4,12,5,4,3,10,8,Bangalore,756,68,27768,1,3
30,No,Non-Travel,IT,19,B.Tech,2,Male,4,4,Specialist,3,Married,40810.0,0,Yes,15.8,3,3,1,2,4,1,5,3,Chandigarh,1300,109,41305,4,1
51,Yes,Travel_Rarely,IT,23,PhD,3,Female,2,1,Senior,2,Divorced,59789.0,0,No,16.9,3,1,21,3,4,5,9,4,Bangalore,1258,111,31580,1,5
48,Yes,Travel_Frequently,Marketing,22,Bachelor's,1,Male,2,4,Junior,3,Married,160558.0,7,No,14.3,4,1,16,3,3,11,0,7,Chandigarh,1661,140,12412,2,11
48,Yes,Travel_Frequently,Sales,22,High School,5,Female,4,3,Executive,1,Married,79570.0,6,No,16.0,3,1,18,6,3,0,4,1,Jaipur,986,177,19329,2,0
42,Yes,Travel_Rarely,Marketing,29,B.Tech,3,Female,1,5,Senior,4,Separated,95183.0,9,No,17.2,2,4,1,6,2,1,0,5,Delhi,657,50,23142,3,1
22,Yes,Travel_Rarely,Support,8,Bachelor's,1,Female,4,5,Associate,3,Single,53383.0,1,No,19.2,4,2,1,0,2,0,7,10,Pune,1686,155,12693,2,0
46,No,Non-Travel,Marketing,20,PhD,1,Male,3,1,Analyst,4,Single,77417.0,8,No,15.5,3,3,7,0,1,5,4,6,Bangalore,675,55,21041,3,5
26,Yes,Travel_Frequently,Operations,18,PhD,1,Female,3,2,Analyst,3,Married,202698.0,4,No,10.1,3,3,25,0,2,11,8,3,Kolkata,1118,75,49898,2,11
46,No,Travel_Frequently,HR,500,MBA,5,Female,2,5,Specialist,4,Divorced,224722.0,6,Yes,21.6,1,4,19,0,3,0,5,6,Jaipur,1335,117,41553,4,0
52,Yes,Non-Travel,Admin,12,Master's,3,Male,3,3,Manager,1,Married,40379.0,8,No,22.0,3,1,9,0,4,0,6,2,Pune,755,110,20628,3,0
39,Yes,Travel_Rarely,Finance,6,High School,4,Male,3,1,Manager,1,Divorced,122832.0,6,Yes,23.0,4,3,5,6,2,1,0,6,Chandigarh,821,77,41633,1,1
54,No,Travel_Frequently,HR,21,B.Tech,4,Female,3,1,Associate,1,Single,150169.0,8,No,19.1,3,2,17,3,2,5,10,0,Hyderabad,1972,83,45858,2,5
23,No,Travel_Frequently,R&D,26,High School,2,Male,4,2,Manager,2,Married,42221.0,5,No,11.9,1,3,22,1,3,1,0,5,Hyderabad,640,106,14444,4,1
58,Yes,Travel_Rarely,Admin,18,High School,3,Female,2,4,Senior,4,Divorced,136783.0,0,No,24.5,1,4,14,0,1,12,5,1,Jaipur,1916,200,20596,4,12
26,Yes,Travel_Frequently,HR,7,Diploma,5,Male,4,3,Analyst,3,Single,235787.0,0,No,17.5,4,1,14,3,2,14,9,9,Jaipur,1867,179,23030,2,14
50,No,Travel_Frequently,HR,15,Bachelor's,5,Male,1,4,Senior,2,Married,73510.0,3,No,16.6,1,2,25,5,1,10,5,4,Bangalore,949,162,26068,4,10
59,No,Travel_Frequently,R&D,9,High School,4,Male,4,4,Lead,2,Married,66957.0,4,No,17.0,2,4,11,4,1,4,10,0,Chandigarh,1966,181,15391,5,4
59,Yes,Non-Travel,Marketing,7,M.Sc,4,Male,2,3,Specialist,3,Separated,239343.0,8,Yes,12.2,4,1,5,2,2,1,10,6,Ahmedabad,1665,52,24421,2,1
26,Yes,Travel_Frequently,Engineering,18,M.Sc,5,Male,2,1,Senior,3,Separated,38093.0,9,No,23.2,1,4,1,5,3,0,3,7,Pune,1206,132,34614,3,0
28,Yes,Travel_Frequently,Operations,7,Diploma,1,Male,1,4,Analyst,2,Divorced,41522.0,8,No,24.9,1,1,9,6,1,9,5,3,Chandigarh,1730,193,46589,1,9
38,No,Travel_Frequently,Support,21,Master's,2,Female,3,2,Manager,4,Divorced,241018.0,9,No,17.4,2,3,9,5,2,8,7,7,Mumbai,843,143,34014,2,8
41,Yes,Travel_Frequently,Engineering,26,High School,2,Female,1,4,Associate,4,Single,136783.0,10,Yes,22.2,3,3,22,3,1,7,6,5,Hyderabad,954,66,47066,4,7
38,No,Non-Travel,Marketing,23,Diploma,3,Female,1,1,Associate,1,Married,180885.0,5,Yes,19.9,4,1,11,6,1,8,6,1,Bangalore,1816,89,35073,1,8
29,Yes,Travel_Rarely,Engineering,21,B.Tech,1,Female,2,4,Lead,3,Separated,59007.0,8,Yes,14.3,0,1,22,2,4,5,9,7,Chandigarh,1989,170,12544,1,5
32,Yes,Travel_Rarely,Sales,22,M.Sc,4,Male,2,1,Analyst,3,Single,195491.0,5,No,10.4,4,3,10,4,2,8,7,3,Jaipur,1118,144,12900,2,8
49,No,Non-Travel,Finance,25,Bachelor's,2,Female,4,1,Junior,1,Married,165880.0,9,No,20.4,3,4,16,3,2,2,6,9,Pune,1812,123,23165,2,2
34,No,Travel_Rarely,HR,21,Master's,1,Female,4,5,Associate,2,Divorced,163496.0,6,Yes,12.4,2,4,24,6,2,11,8,6,Chennai,713,129,26505,5,11
40,No,Travel_Frequently,HR,14,Bachelor's,3,Female,2,3,Analyst,1,Single,63109.0,10,No,23.7,2,2,22,1,3,0,7,6,Pune,978,81,23494,4,0
58,No,Travel_Frequently,HR,10,B.Tech,3,Male,3,5,Associate,4,Married,208195.0,5,Yes,15.6,3,2,13,4,2,2,8,3,Hyderabad,1890,96,43422,2,2
27,Yes,Travel_Frequently,Engineering,24,High School,5,Female,4,2,Specialist,3,Single,217469.0,0,Yes,24.9,4,4,100,2,2,2,7,2,Jaipur,661,135,28236,1,2
28,Yes,Travel_Rarely,Admin,15,PhD,1,Male,1,2,Analyst,1,Separated,245958.0,5,Yes,23.1,5,3,100,1,1,12,8,7,Chennai,1006,160,48588,4,12
54,No,Travel_Rarely,R&D,18,B.Tech,1,Female,3,1,Analyst,1,Separated,102126.0,10,Yes,13.8,4,2,25,1,3,4,6,3,Chennai,1131,88,47609,3,4
51,No,Travel_Frequently,IT,29,PhD,4,Female,2,4,Executive,1,Separated,170285.0,6,Yes,19.2,4,2,8,6,2,0,2,7,Mumbai,1696,114,44270,3,0
29,No,Travel_Frequently,HR,9,Bachelor's,1,Male,2,3,Lead,4,Separated,47941.0,0,Yes,24.5,4,1,19,2,2,0,6,6,Jaipur,1004,139,40011,3,0
32,Yes,Non-Travel,IT,16,PhD,2,Male,2,2,Manager,1,Married,223953.0,4,Yes,15.8,1,1,13,6,4,10,2,8,Delhi,1881,150,14552,4,10
